unit_id,grade,schid,tchid,classtype,classsize,tested_n,assigned_n,teacher_tgen,teacher_tgen_imputed,teacher_trace,teacher_trace_imputed,teacher_thighdegree,teacher_thighdegree_imputed,teacher_tyears,teacher_tyears_imputed,share_female_n,share_black_n,share_freelunch_n,share_female,share_black,share_freelunch,school_urban,school_fl_official,school_fl_n_grades,school_fl_student
g1_257905_25790513,g1,257905,25790513,2,22.0,22,22,2.0,False,1.0,False,2.0,False,20.0,False,22,22,22,0.5,0.09090909090909091,0.2727272727272727,4.0,0.3275,4,0.35384615384615387
g1_257905_25790514,g1,257905,25790514,3,22.0,22,22,2.0,False,1.0,False,2.0,False,10.0,False,22,22,22,0.36363636363636365,0.0,0.36363636363636365,4.0,0.3275,4,0.35384615384615387
g1_259915_25991506,g1,259915,25991506,2,24.0,24,24,2.0,False,1.0,False,2.0,False,12.0,False,24,24,23,0.4583333333333333,0.0,0.4782608695652174,3.0,0.4725,4,0.3888888888888889
g1_259915_25991507,g1,259915,25991507,3,24.0,21,24,2.0,False,1.0,False,2.0,False,2.0,False,24,24,24,0.5833333333333334,0.0,0.375,3.0,0.4725,4,0.3888888888888889
g1_261927_26192705,g1,261927,26192705,3,21.0,20,21,2.0,False,1.0,False,5.0,False,18.0,False,21,21,21,0.5238095238095238,0.0,0.2857142857142857,3.0,0.24,4,0.22916666666666666
g1_261927_26192706,g1,261927,26192706,2,21.0,21,21,2.0,False,1.0,False,3.0,False,5.0,False,21,21,21,0.5714285714285714,0.0,0.23809523809523808,3.0,0.24,4,0.22916666666666666
g1_261927_26192707,g1,261927,26192707,1,17.0,17,17,2.0,False,1.0,False,2.0,False,14.0,False,17,17,17,0.5294117647058824,0.0,0.17647058823529413,3.0,0.24,4,0.22916666666666666
g1_261927_26192708,g1,261927,26192708,2,21.0,21,21,2.0,False,1.0,False,2.0,False,16.0,False,21,21,20,0.5714285714285714,0.0,0.15,3.0,0.24,4,0.22916666666666666
g1_261927_26192709,g1,261927,26192709,1,17.0,17,17,2.0,False,1.0,False,5.0,False,17.0,False,17,17,17,0.35294117647058826,0.0,0.29411764705882354,3.0,0.24,4,0.22916666666666666
g1_262937_26293705,g1,262937,26293705,2,24.0,24,24,2.0,False,1.0,False,3.0,False,18.0,False,24,24,24,0.5,0.0,0.0,2.0,0.0325,4,0.025974025974025976
g1_262937_26293706,g1,262937,26293706,1,16.0,16,16,2.0,False,1.0,False,2.0,False,20.0,False,16,16,16,0.375,0.0625,0.125,2.0,0.0325,4,0.025974025974025976
g1_262937_26293707,g1,262937,26293707,3,23.0,23,23,2.0,False,1.0,False,2.0,False,3.0,False,23,23,22,0.4782608695652174,0.0,0.0,2.0,0.0325,4,0.025974025974025976
g1_262937_26293708,g1,262937,26293708,1,15.0,15,15,2.0,False,1.0,False,2.0,False,18.0,False,15,15,15,0.4,0.0,0.0,2.0,0.0325,4,0.025974025974025976
g1_264945_26494506,g1,264945,26494506,2,26.0,26,26,2.0,False,1.0,False,2.0,False,0.0,False,26,26,26,0.4230769230769231,0.0,0.038461538461538464,2.0,0.0225,4,0.02654867256637168
g1_264945_26494507,g1,264945,26494507,3,27.0,26,27,2.0,False,1.0,False,3.0,False,6.0,False,26,26,27,0.34615384615384615,0.15384615384615385,0.037037037037037035,2.0,0.0225,4,0.02654867256637168
g1_264945_26494508,g1,264945,26494508,3,26.0,24,26,2.0,False,1.0,False,2.0,False,27.0,False,26,26,26,0.38461538461538464,0.07692307692307693,0.038461538461538464,2.0,0.0225,4,0.02654867256637168
g1_264945_26494509,g1,264945,26494509,1,17.0,17,17,2.0,False,1.0,False,2.0,False,9.0,False,17,17,17,0.35294117647058826,0.0,0.0,2.0,0.0225,4,0.02654867256637168
g1_264945_26494510,g1,264945,26494510,1,17.0,15,17,2.0,False,1.0,False,2.0,False,6.0,False,17,17,17,0.5294117647058824,0.0,0.0,2.0,0.0225,4,0.02654867256637168
g2_112038_11203807,g2,112038,11203807,2,25.0,20,25,2.0,False,1.0,False,3.0,False,8.0,False,25,24,25,0.48,0.375,0.76,4.0,0.705,4,0.7575757575757576
g2_112038_11203808,g2,112038,11203808,3,26.0,22,26,2.0,False,1.0,False,2.0,False,12.0,False,26,26,26,0.5,0.2692307692307692,0.8076923076923077,4.0,0.705,4,0.7575757575757576
g2_112038_11203809,g2,112038,11203809,1,15.0,15,15,2.0,False,1.0,False,3.0,False,16.0,False,15,15,15,0.4666666666666667,0.6666666666666666,0.6666666666666666,4.0,0.705,4,0.7575757575757576
g2_123056_12305607,g2,123056,12305607,2,23.0,20,23,2.0,False,1.0,False,2.0,False,26.0,False,23,23,23,0.5217391304347826,0.0,0.5217391304347826,3.0,0.3075,4,0.3870967741935484
g2_123056_12305608,g2,123056,12305608,3,24.0,21,24,2.0,False,1.0,False,2.0,False,34.0,False,24,24,24,0.4166666666666667,0.0,0.3333333333333333,3.0,0.3075,4,0.3870967741935484
g2_128076_12807608,g2,128076,12807608,3,22.0,19,22,2.0,False,1.0,False,2.0,False,33.0,False,22,22,22,0.45454545454545453,0.09090909090909091,0.22727272727272727,2.0,0.1825,4,0.17647058823529413
g2_128076_12807611,g2,128076,12807611,2,21.0,20,21,2.0,False,1.0,False,3.0,False,22.0,False,21,21,20,0.2857142857142857,0.0,0.15,2.0,0.1825,4,0.17647058823529413
g2_128079_12807909,g2,128079,12807909,2,22.0,19,22,2.0,False,1.0,False,2.0,False,9.0,False,22,22,21,0.4090909090909091,0.045454545454545456,0.3333333333333333,3.0,0.3525,4,0.31645569620253167
g2_128079_12807910,g2,128079,12807910,1,17.0,15,17,2.0,False,1.0,False,2.0,False,12.0,False,17,16,17,0.35294117647058826,0.0625,0.23529411764705882,3.0,0.3525,4,0.31645569620253167
g2_128079_12807911,g2,128079,12807911,3,24.0,22,24,2.0,False,2.0,False,3.0,False,13.0,False,24,24,24,0.375,0.041666666666666664,0.4166666666666667,3.0,0.3525,4,0.31645569620253167
g2_130085_13008509,g2,130085,13008509,3,23.0,23,23,2.0,False,1.0,False,3.0,False,22.0,False,23,23,23,0.5652173913043478,0.08695652173913043,0.08695652173913043,2.0,0.21,4,0.1875
g2_130085_13008510,g2,130085,13008510,2,19.0,19,19,2.0,False,1.0,False,2.0,False,4.0,False,19,19,19,0.47368421052631576,0.0,0.10526315789473684,2.0,0.21,4,0.1875
g2_130085_13008511,g2,130085,13008511,3,22.0,22,22,2.0,False,1.0,False,3.0,False,12.0,False,22,22,22,0.5,0.045454545454545456,0.2727272727272727,2.0,0.21,4,0.1875
g2_130085_13008512,g2,130085,13008512,1,16.0,16,16,2.0,False,1.0,False,3.0,False,11.0,False,16,16,16,0.4375,0.0,0.3125,2.0,0.21,4,0.1875
g2_159171_15917112,g2,159171,15917112,3,22.0,21,22,2.0,False,1.0,False,2.0,False,23.0,False,22,21,21,0.45454545454545453,0.19047619047619047,0.47619047619047616,3.0,0.495,4,0.47706422018348627
g2_159171_15917113,g2,159171,15917113,2,19.0,19,19,2.0,False,1.0,False,2.0,False,31.0,False,19,19,19,0.42105263157894735,0.3684210526315789,0.5263157894736842,3.0,0.495,4,0.47706422018348627
g2_159171_15917114,g2,159171,15917114,2,19.0,17,19,2.0,False,1.0,False,3.0,False,2.0,False,19,18,19,0.42105263157894735,0.3888888888888889,0.42105263157894735,3.0,0.495,4,0.47706422018348627
g2_159171_15917115,g2,159171,15917115,3,21.0,20,21,2.0,False,1.0,False,2.0,False,2.0,False,21,21,21,0.5238095238095238,0.23809523809523808,0.47619047619047616,3.0,0.495,4,0.47706422018348627
g2_161176_16117609,g2,161176,16117609,3,21.0,21,21,2.0,False,1.0,False,2.0,False,1.0,False,21,21,0,0.38095238095238093,0.0,0.46153846153846156,3.0,0.4,4,
g2_161176_16117610,g2,161176,16117610,2,23.0,22,23,2.0,False,1.0,False,3.0,False,22.0,False,23,23,0,0.5217391304347826,0.0,0.46153846153846156,3.0,0.4,4,
g2_161176_16117611,g2,161176,16117611,3,21.0,21,21,2.0,False,1.0,False,2.0,False,1.0,False,21,21,0,0.42857142857142855,0.0,0.46153846153846156,3.0,0.4,4,
g2_161183_16118313,g2,161183,16118313,3,22.0,22,22,1.0,False,1.0,False,3.0,False,8.0,False,22,22,22,0.4090909090909091,0.0,0.6818181818181818,3.0,0.5825,4,0.5543478260869565
g2_161183_16118314,g2,161183,16118314,1,15.0,15,15,2.0,False,1.0,False,2.0,False,10.0,False,15,15,15,0.5333333333333333,0.0,0.4,3.0,0.5825,4,0.5543478260869565
g2_161183_16118316,g2,161183,16118316,2,23.0,20,23,2.0,False,2.0,False,2.0,False,10.0,False,23,22,23,0.391304347826087,0.0,0.4782608695652174,3.0,0.5825,4,0.5543478260869565
g2_161183_16118317,g2,161183,16118317,3,19.0,19,19,2.0,False,1.0,False,3.0,False,13.0,False,19,19,19,0.42105263157894735,0.05263157894736842,0.631578947368421,3.0,0.5825,4,0.5543478260869565
g2_162184_16218409,g2,162184,16218409,3,23.0,20,23,2.0,False,1.0,False,2.0,False,22.0,False,23,23,22,0.5652173913043478,0.0,0.7727272727272727,3.0,0.635,4,0.7536231884057971
g2_162184_16218410,g2,162184,16218410,2,21.0,21,21,2.0,False,1.0,False,3.0,False,1.0,False,21,21,20,0.5238095238095238,0.0,0.8,3.0,0.635,4,0.7536231884057971
g2_164198_16419808,g2,164198,16419808,2,24.0,24,24,2.0,False,1.0,False,2.0,False,2.0,False,24,24,24,0.5416666666666666,0.041666666666666664,0.2916666666666667,3.0,0.365,4,0.3333333333333333
g2_164198_16419809,g2,164198,16419809,3,26.0,21,26,2.0,False,1.0,False,3.0,False,6.0,False,26,25,25,0.5,0.04,0.44,3.0,0.365,4,0.3333333333333333
g2_165199_16519909,g2,165199,16519909,3,21.0,19,21,2.0,False,1.0,False,3.0,False,18.0,False,21,21,20,0.6190476190476191,0.09523809523809523,0.25,4.0,0.2,4,0.1836734693877551
g2_166203_16620308,g2,166203,16620308,3,22.0,19,22,2.0,False,1.0,False,3.0,False,20.0,False,22,22,21,0.5454545454545454,0.09090909090909091,0.8095238095238095,4.0,0.6025,4,0.7
g2_168214_16821408,g2,168214,16821408,2,23.0,20,23,2.0,False,1.0,False,2.0,False,31.0,False,23,23,23,0.43478260869565216,0.0,0.6086956521739131,3.0,0.2825,4,0.3333333333333333
g2_168214_16821409,g2,168214,16821409,3,23.0,22,23,2.0,False,1.0,False,2.0,False,8.0,False,23,23,23,0.5217391304347826,0.0,0.13043478260869565,3.0,0.2825,4,0.3333333333333333
g2_169219_16921909,g2,169219,16921909,3,22.0,21,22,2.0,False,1.0,False,2.0,False,18.0,False,22,20,22,0.5454545454545454,0.2,0.2727272727272727,2.0,0.185,4,0.2857142857142857
g2_169219_16921910,g2,169219,16921910,2,22.0,18,22,2.0,False,1.0,False,2.0,False,9.0,False,22,22,22,0.5,0.2727272727272727,0.2727272727272727,2.0,0.185,4,0.2857142857142857
g2_169229_16922920,g2,169229,16922920,2,24.0,21,24,2.0,False,2.0,False,3.0,False,17.0,False,24,24,22,0.4583333333333333,0.4166666666666667,0.45454545454545453,2.0,0.28,4,0.3722943722943723
g2_169229_16922923,g2,169229,16922923,3,24.0,22,24,2.0,False,1.0,False,2.0,False,12.0,False,24,22,24,0.5,0.3181818181818182,0.25,2.0,0.28,4,0.3722943722943723
g2_169229_16922924,g2,169229,16922924,2,23.0,21,23,2.0,False,1.0,False,3.0,False,31.0,False,23,23,23,0.5652173913043478,0.43478260869565216,0.391304347826087,2.0,0.28,4,0.3722943722943723
g2_169229_16922925,g2,169229,16922925,3,25.0,23,25,2.0,False,1.0,False,5.0,False,9.0,False,25,25,24,0.44,0.44,0.4583333333333333,2.0,0.28,4,0.3722943722943723
g2_169229_16922926,g2,169229,16922926,3,24.0,24,24,2.0,False,1.0,False,3.0,False,21.0,False,24,24,24,0.4583333333333333,0.375,0.4166666666666667,2.0,0.28,4,0.3722943722943723
g2_169229_16922928,g2,169229,16922928,3,25.0,21,25,2.0,False,1.0,False,3.0,False,15.0,False,25,24,24,0.48,0.5,0.375,2.0,0.28,4,0.3722943722943723
g2_169229_16922929,g2,169229,16922929,2,23.0,22,23,2.0,False,1.0,False,2.0,False,8.0,False,23,23,23,0.4782608695652174,0.43478260869565216,0.4782608695652174,2.0,0.28,4,0.3722943722943723
g2_169229_16922930,g2,169229,16922930,2,24.0,21,24,2.0,False,1.0,False,2.0,False,17.0,False,23,23,24,0.34782608695652173,0.4782608695652174,0.3333333333333333,2.0,0.28,4,0.3722943722943723
g2_169231_16923109,g2,169231,16923109,1,17.0,17,17,2.0,False,1.0,False,2.0,False,1.0,False,17,17,17,0.4117647058823529,0.5882352941176471,0.4117647058823529,1.0,0.63,4,0.6511627906976745
g2_169231_16923110,g2,169231,16923110,3,26.0,22,26,2.0,False,1.0,False,3.0,False,10.0,False,26,26,26,0.6538461538461539,0.46153846153846156,0.7307692307692307,1.0,0.63,4,0.6511627906976745
g2_169231_16923111,g2,169231,16923111,2,26.0,19,26,1.0,False,1.0,False,3.0,False,13.0,False,26,25,26,0.46153846153846156,0.4,0.7307692307692307,1.0,0.63,4,0.6511627906976745
g2_169231_16923112,g2,169231,16923112,1,17.0,17,17,2.0,False,1.0,False,2.0,False,0.0,False,17,17,17,0.5294117647058824,0.5294117647058824,0.6470588235294118,1.0,0.63,4,0.6511627906976745
g2_169280_16928008,g2,169280,16928008,2,24.0,22,24,2.0,False,1.0,False,2.0,False,14.0,False,24,24,23,0.5833333333333334,0.20833333333333334,0.43478260869565216,2.0,0.25,4,0.4634146341463415
g2_169280_16928009,g2,169280,16928009,3,26.0,23,26,2.0,False,1.0,False,3.0,False,19.0,False,26,26,26,0.5384615384615384,0.3076923076923077,0.46153846153846156,2.0,0.25,4,0.4634146341463415
g2_169280_16928010,g2,169280,16928010,1,17.0,16,17,2.0,False,1.0,False,2.0,False,1.0,False,17,17,17,0.4117647058823529,0.11764705882352941,0.35294117647058826,2.0,0.25,4,0.4634146341463415
g2_169280_16928011,g2,169280,16928011,1,16.0,15,16,2.0,False,2.0,False,2.0,False,15.0,False,16,16,16,0.625,0.4375,0.625,2.0,0.25,4,0.4634146341463415
g2_170295_17029509,g2,170295,17029509,3,24.0,22,24,2.0,False,1.0,False,3.0,False,8.0,False,24,23,24,0.4583333333333333,0.0,0.4583333333333333,3.0,0.4975,4,0.5
g2_170295_17029510,g2,170295,17029510,3,23.0,23,23,2.0,False,1.0,False,2.0,False,2.0,False,23,23,23,0.43478260869565216,0.0,0.5652173913043478,3.0,0.4975,4,0.5
g2_170295_17029512,g2,170295,17029512,2,16.0,16,16,2.0,False,1.0,False,2.0,False,19.0,False,16,16,16,0.4375,0.0625,0.4375,3.0,0.4975,4,0.5
g2_173312_17331208,g2,173312,17331208,2,22.0,17,22,2.0,False,1.0,False,2.0,False,25.0,False,22,22,21,0.45454545454545453,0.13636363636363635,0.5238095238095238,3.0,0.355,4,0.4936708860759494
g2_173312_17331209,g2,173312,17331209,3,22.0,21,22,2.0,False,2.0,False,2.0,False,4.0,False,22,22,21,0.5,0.13636363636363635,0.42857142857142855,3.0,0.355,4,0.4936708860759494
g2_173312_17331210,g2,173312,17331210,2,22.0,18,22,2.0,False,1.0,False,2.0,False,13.0,False,22,22,22,0.4090909090909091,0.13636363636363635,0.5,3.0,0.355,4,0.4936708860759494
g2_176329_17632909,g2,176329,17632909,2,22.0,20,22,2.0,False,1.0,False,3.0,False,12.0,False,22,22,22,0.5454545454545454,0.0,0.5909090909090909,3.0,0.69,4,0.6805555555555556
g2_176329_17632910,g2,176329,17632910,3,23.0,19,23,2.0,False,1.0,False,2.0,False,3.0,False,23,23,23,0.391304347826087,0.0,0.8260869565217391,3.0,0.69,4,0.6805555555555556
g2_189378_18937810,g2,189378,18937810,3,25.0,23,25,2.0,False,1.0,False,3.0,False,20.0,False,25,25,24,0.48,0.04,0.125,3.0,0.305,4,0.25842696629213485
g2_189378_18937811,g2,189378,18937811,3,24.0,22,24,2.0,False,1.0,False,3.0,False,8.0,False,24,24,23,0.5,0.08333333333333333,0.4782608695652174,3.0,0.305,4,0.25842696629213485
g2_189378_18937812,g2,189378,18937812,2,26.0,22,26,2.0,False,1.0,False,2.0,False,12.0,False,26,26,26,0.5,0.0,0.15384615384615385,3.0,0.305,4,0.25842696629213485
g2_189382_18938209,g2,189382,18938209,2,29.0,26,29,2.0,False,1.0,False,2.0,False,12.0,False,29,28,1,0.4827586206896552,0.03571428571428571,0.0,2.0,0.0525,4,0.014925373134328358
g2_189382_18938210,g2,189382,18938210,1,18.0,17,18,2.0,False,1.0,False,3.0,False,17.0,False,18,18,18,0.5,0.0,0.0,2.0,0.0525,4,0.014925373134328358
g2_189382_18938211,g2,189382,18938211,2,24.0,22,24,2.0,False,1.0,False,2.0,False,23.0,False,24,24,24,0.5,0.0,0.041666666666666664,2.0,0.0525,4,0.014925373134328358
g2_189382_18938212,g2,189382,18938212,3,24.0,22,24,2.0,False,1.0,False,2.0,False,12.0,False,24,24,24,0.5,0.0,0.0,2.0,0.0525,4,0.014925373134328358
g2_189396_18939609,g2,189396,18939609,2,24.0,19,24,2.0,False,1.0,False,3.0,False,18.0,False,23,23,22,0.6086956521739131,0.043478260869565216,0.18181818181818182,3.0,0.39,4,0.4
g2_189396_18939610,g2,189396,18939610,3,23.0,16,23,2.0,False,1.0,False,2.0,False,2.0,False,23,22,23,0.2608695652173913,0.09090909090909091,0.5652173913043478,3.0,0.39,4,0.4
g2_191411_19141107,g2,191411,19141107,1,16.0,16,16,2.0,False,1.0,False,3.0,False,8.0,False,16,16,16,0.5625,0.0,0.8125,3.0,0.86,4,0.7704918032786885
g2_191411_19141108,g2,191411,19141108,3,23.0,22,23,2.0,False,1.0,False,2.0,False,6.0,False,23,23,23,0.4782608695652174,0.0,0.8695652173913043,3.0,0.86,4,0.7704918032786885
g2_191411_19141109,g2,191411,19141109,2,22.0,21,22,2.0,False,1.0,False,2.0,False,14.0,False,22,22,22,0.45454545454545453,0.0,0.6363636363636364,3.0,0.86,4,0.7704918032786885
g2_193422_19342208,g2,193422,19342208,3,22.0,21,22,2.0,False,1.0,False,2.0,False,7.0,False,22,22,22,0.5,0.13636363636363635,0.5,3.0,0.39,4,0.4931506849315068
g2_193422_19342210,g2,193422,19342210,2,22.0,21,22,2.0,False,1.0,False,3.0,False,11.0,False,22,22,21,0.5,0.09090909090909091,0.5238095238095238,3.0,0.39,4,0.4931506849315068
g2_193423_19342311,g2,193423,19342311,2,20.0,19,20,2.0,False,1.0,False,2.0,False,8.0,False,20,20,20,0.6,0.1,0.45,3.0,0.4725,4,0.5
g2_193423_19342313,g2,193423,19342313,2,21.0,20,21,2.0,False,1.0,False,2.0,False,13.0,False,21,21,21,0.42857142857142855,0.09523809523809523,0.42857142857142855,3.0,0.4725,4,0.5
g2_193423_19342314,g2,193423,19342314,3,20.0,19,20,2.0,False,1.0,False,2.0,False,9.0,False,20,20,20,0.4,0.1,0.55,3.0,0.4725,4,0.5
g2_201449_20144914,g2,201449,20144914,1,15.0,15,15,2.0,False,1.0,False,2.0,False,3.0,False,15,15,15,0.5333333333333333,0.06666666666666667,0.2,3.0,0.3275,4,0.373134328358209
g2_201449_20144916,g2,201449,20144916,3,22.0,22,22,2.0,False,1.0,False,2.0,False,15.0,False,22,22,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,3.0,0.3275,4,0.373134328358209
g2_201449_20144917,g2,201449,20144917,2,23.0,20,23,2.0,False,1.0,False,3.0,False,15.0,False,23,23,23,0.43478260869565216,0.043478260869565216,0.6086956521739131,3.0,0.3275,4,0.373134328358209
g2_201449_20144919,g2,201449,20144919,3,22.0,21,22,2.0,False,1.0,False,2.0,False,8.0,False,22,22,22,0.2727272727272727,0.09090909090909091,0.22727272727272727,3.0,0.3275,4,0.373134328358209
g2_201449_20144920,g2,201449,20144920,2,23.0,20,23,2.0,False,1.0,False,2.0,False,0.0,False,23,22,23,0.4782608695652174,0.045454545454545456,0.391304347826087,3.0,0.3275,4,0.373134328358209
g2_203452_20345212,g2,203452,20345212,2,24.0,22,24,2.0,False,1.0,False,2.0,False,18.0,False,24,24,23,0.4583333333333333,0.0,0.5217391304347826,3.0,0.3625,4,0.38
g2_203452_20345213,g2,203452,20345213,2,22.0,22,22,2.0,False,1.0,False,3.0,False,19.0,False,22,22,21,0.5,0.13636363636363635,0.38095238095238093,3.0,0.3625,4,0.38
g2_203452_20345214,g2,203452,20345214,3,26.0,23,26,2.0,False,1.0,False,3.0,False,4.0,False,26,23,26,0.5,0.043478260869565216,0.3076923076923077,3.0,0.3625,4,0.38
g2_203457_20345708,g2,203457,20345708,2,20.0,19,20,2.0,False,1.0,False,3.0,False,9.0,False,20,20,20,0.35,0.05,0.5,3.0,0.415,4,0.4647887323943662
g2_203457_20345709,g2,203457,20345709,3,22.0,21,22,2.0,False,1.0,False,2.0,False,19.0,False,22,22,22,0.45454545454545453,0.0,0.36363636363636365,3.0,0.415,4,0.4647887323943662
g2_205488_20548808,g2,205488,20548808,3,23.0,22,23,2.0,False,1.0,False,2.0,False,25.0,False,23,23,23,0.43478260869565216,0.08695652173913043,0.17391304347826086,2.0,0.265,4,0.18571428571428572
g2_205488_20548809,g2,205488,20548809,2,22.0,19,22,2.0,False,2.0,False,3.0,False,19.0,False,22,22,21,0.36363636363636365,0.13636363636363635,0.3333333333333333,2.0,0.265,4,0.18571428571428572
g2_205490_20549007,g2,205490,20549007,2,24.0,24,24,2.0,False,1.0,False,2.0,False,1.0,False,24,24,24,0.25,1.0,0.9583333333333334,1.0,0.965,4,0.953125
g2_205490_20549008,g2,205490,20549008,3,24.0,23,24,2.0,False,1.0,False,2.0,False,1.0,False,24,24,23,0.25,1.0,0.9130434782608695,1.0,0.965,4,0.953125
g2_205491_20549108,g2,205491,20549108,2,22.0,21,22,2.0,False,2.0,False,2.0,False,20.0,False,22,22,21,0.5,0.045454545454545456,0.14285714285714285,2.0,0.085,4,0.1267605633802817
g2_205491_20549110,g2,205491,20549110,3,24.0,18,24,2.0,False,1.0,False,2.0,False,10.0,False,24,24,21,0.5,0.0,0.047619047619047616,2.0,0.085,4,0.1267605633802817
g2_205491_20549111,g2,205491,20549111,1,15.0,15,15,2.0,False,1.0,False,2.0,False,10.0,False,15,15,15,0.3333333333333333,0.0,0.2,2.0,0.085,4,0.1267605633802817
g2_205492_20549208,g2,205492,20549208,3,21.0,18,21,2.0,False,1.0,False,2.0,False,7.0,False,21,20,20,0.5238095238095238,0.9,0.95,2.0,0.905,4,0.9183673469387755
g2_205492_20549209,g2,205492,20549209,3,22.0,20,22,2.0,False,1.0,False,3.0,False,8.0,False,22,22,21,0.3181818181818182,0.9090909090909091,1.0,2.0,0.905,4,0.9183673469387755
g2_205492_20549210,g2,205492,20549210,1,18.0,16,18,2.0,False,2.0,False,2.0,False,12.0,False,18,17,17,0.3888888888888889,0.8823529411764706,1.0,2.0,0.905,4,0.9183673469387755
g2_205492_20549211,g2,205492,20549211,1,17.0,15,17,2.0,False,1.0,False,2.0,False,2.0,False,17,17,17,0.6470588235294118,0.8235294117647058,0.8235294117647058,2.0,0.905,4,0.9183673469387755
g2_205492_20549212,g2,205492,20549212,2,23.0,23,23,2.0,False,2.0,False,2.0,False,3.0,False,23,23,23,0.4782608695652174,0.9130434782608695,0.8260869565217391,2.0,0.905,4,0.9183673469387755
g2_208501_20850109,g2,208501,20850109,3,23.0,22,23,2.0,False,1.0,False,2.0,False,14.0,False,23,23,22,0.2608695652173913,0.0,0.13636363636363635,3.0,0.2625,4,0.27631578947368424
g2_208501_20850110,g2,208501,20850110,2,22.0,20,22,2.0,False,1.0,False,3.0,False,17.0,False,22,22,22,0.3181818181818182,0.045454545454545456,0.2727272727272727,3.0,0.2625,4,0.27631578947368424
g2_208501_20850112,g2,208501,20850112,1,17.0,16,17,2.0,False,1.0,False,2.0,False,18.0,False,17,16,17,0.4117647058823529,0.0,0.35294117647058826,3.0,0.2625,4,0.27631578947368424
g2_208503_20850307,g2,208503,20850307,2,23.0,19,23,2.0,False,1.0,False,2.0,False,18.0,False,23,23,23,0.43478260869565216,0.0,0.5652173913043478,3.0,0.41,4,0.5172413793103449
g2_208503_20850308,g2,208503,20850308,3,22.0,21,22,2.0,False,1.0,False,6.0,False,15.0,False,22,22,22,0.5,0.0,0.45454545454545453,3.0,0.41,4,0.5172413793103449
g2_209510_20951012,g2,209510,20951012,3,22.0,22,22,2.0,False,1.0,False,2.0,False,13.0,False,22,22,22,0.36363636363636365,0.0,0.4090909090909091,3.0,0.45,4,0.325
g2_209510_20951014,g2,209510,20951014,3,22.0,22,22,2.0,False,1.0,False,3.0,False,14.0,False,22,22,22,0.6363636363636364,0.0,0.22727272727272727,3.0,0.45,4,0.325
g2_209510_20951015,g2,209510,20951015,2,22.0,22,22,2.0,False,1.0,False,2.0,False,2.0,False,22,22,22,0.5,0.0,0.36363636363636365,3.0,0.45,4,0.325
g2_209510_20951017,g2,209510,20951017,2,23.0,22,23,2.0,False,1.0,False,2.0,False,1.0,False,22,22,23,0.5454545454545454,0.0,0.2608695652173913,3.0,0.45,4,0.325
g2_212522_21252211,g2,212522,21252211,3,23.0,22,23,2.0,False,1.0,False,2.0,False,12.0,False,23,23,0,0.4782608695652174,0.0,0.46153846153846156,4.0,0.505,4,
g2_212522_21252212,g2,212522,21252212,2,24.0,22,24,2.0,False,1.0,False,2.0,False,28.0,False,23,23,0,0.5217391304347826,0.043478260869565216,0.46153846153846156,4.0,0.505,4,
g2_212522_21252213,g2,212522,21252213,1,15.0,15,15,2.0,False,1.0,False,2.0,False,17.0,False,15,15,0,0.4,0.06666666666666667,0.46153846153846156,4.0,0.505,4,
g2_212522_21252214,g2,212522,21252214,3,24.0,22,24,2.0,False,1.0,False,3.0,False,30.0,False,24,23,0,0.4166666666666667,0.0,0.46153846153846156,4.0,0.505,4,
g2_215533_21553313,g2,215533,21553313,3,23.0,22,23,2.0,False,1.0,False,2.0,False,8.0,False,23,23,23,0.5652173913043478,0.21739130434782608,0.2608695652173913,3.0,0.3475,4,0.325
g2_215533_21553315,g2,215533,21553315,2,23.0,23,23,2.0,False,1.0,False,2.0,False,15.0,False,23,23,23,0.5652173913043478,0.21739130434782608,0.391304347826087,3.0,0.3475,4,0.325
g2_215533_21553318,g2,215533,21553318,2,23.0,22,23,2.0,False,1.0,False,2.0,False,18.0,False,23,23,23,0.30434782608695654,0.13043478260869565,0.30434782608695654,3.0,0.3475,4,0.325
g2_215533_21553319,g2,215533,21553319,3,23.0,23,23,2.0,False,2.0,False,2.0,False,31.0,False,23,23,23,0.4782608695652174,0.21739130434782608,0.43478260869565216,3.0,0.3475,4,0.325
g2_216537_21653707,g2,216537,21653707,2,25.0,23,25,2.0,False,1.0,False,2.0,False,20.0,False,25,24,25,0.52,0.0,0.24,3.0,0.25666666666666665,3,0.3023255813953488
g2_216537_21653708,g2,216537,21653708,1,16.0,15,16,2.0,False,1.0,False,2.0,False,0.0,False,16,16,16,0.375,0.0,0.375,3.0,0.25666666666666665,3,0.3023255813953488
g2_216537_21653709,g2,216537,21653709,3,25.0,22,25,2.0,False,1.0,False,2.0,False,16.0,False,25,25,24,0.52,0.0,0.25,3.0,0.25666666666666665,3,0.3023255813953488
g2_216537_21653710,g2,216537,21653710,2,25.0,23,25,2.0,False,1.0,False,2.0,False,6.0,False,25,25,24,0.48,0.0,0.4166666666666667,3.0,0.25666666666666665,3,0.3023255813953488
g2_216537_21653711,g2,216537,21653711,3,25.0,23,25,2.0,False,1.0,False,3.0,False,15.0,False,25,24,25,0.44,0.0,0.4,3.0,0.25666666666666665,3,0.3023255813953488
